old_android_key,android_key,en_value,ios_key,ios_en_value,confidence,status,candidates,manual_target
general_remind_me_in_two_months,,two months,,,,TODO,,
general_remind_me_in_two_weeks,,two weeks,,,,TODO,,
add_new_contact_primary_btn | payment_request_btn_save_contact | update_contact_primary_btn,general_save,Save,general.save,Save,1.00,MIGRATED_P2,,
general_select,,Select…,,,,TODO,,
general_show,general_show,Show,general.show,Show,1.00,MIGRATED_P2,,
general_warning,,Warning:,,,,TODO,,
general_zec,,%1$s %2$s,,,,TODO,,
keystone_explainer_button,hardwareWalletExplainer_cta,Got It,hardwareWalletExplainer.cta,Got It,1.00,MIGRATED_P2,,
keystone_explainer_description,hardwareWalletExplainer_description,"A hardware wallet (HW wallet) is a physical device that stores your cryptocurrency private keys offline, keeping them safe from online hackers and malware.",hardwareWalletExplainer.description,"A hardware wallet (HW wallet) is a physical device that stores your cryptocurrency private keys offline, keeping them safe from online hackers and malware.",1.00,MIGRATED_P1,,
keystone_explainer_security_message,hardwareWalletExplainer_featureDescription1,"Your keys never leave the device, even when signing transactions",hardwareWalletExplainer.featureDescription1,"Your keys never leave the device, even when signing transactions",1.00,MIGRATED_P1,,
keystone_explainer_malware_message,hardwareWalletExplainer_featureDescription2,Immune to computer viruses and phishing attacks,hardwareWalletExplainer.featureDescription2,Immune to computer viruses and phishing attacks,1.00,MIGRATED_P1,,
keystone_explainer_control_message,hardwareWalletExplainer_featureDescription3,"You own your keys, you own your crypto",hardwareWalletExplainer.featureDescription3,"You own your keys, you own your crypto",1.00,MIGRATED_P1,,
keystone_explainer_security_title,hardwareWalletExplainer_featureTitle1,Maximum Security,hardwareWalletExplainer.featureTitle1,Maximum Security,1.00,MIGRATED_P1,,
keystone_explainer_malware_title,hardwareWalletExplainer_featureTitle2,Protection from Malware,hardwareWalletExplainer.featureTitle2,Protection from Malware,1.00,MIGRATED_P1,,
keystone_explainer_control_title,hardwareWalletExplainer_featureTitle3,Full Control,hardwareWalletExplainer.featureTitle3,Full Control,1.00,MIGRATED_P1,,
keystone_explainer_about_message,hardwareWalletExplainer_infoBoxDescription,"Keystone is a popular hardware wallet brand that offers air-gapped security with QR code signing. It\'s one of many trusted hardware wallet options, alongside Ledger and others.",hardwareWalletExplainer.infoBoxDescription,"Keystone is a popular hardware wallet brand that offers air-gapped security with QR code signing. It's one of many trusted hardware wallet options, alongside Ledger and others.",1.00,MIGRATED_P1,,
keystone_explainer_about_title,hardwareWalletExplainer_infoBoxTitle,About Keystone,hardwareWalletExplainer.infoBoxTitle,About Keystone,1.00,MIGRATED_P1,,
keystone_explainer_title,hardwareWalletExplainer_title,What\'s a Hardware Wallet?,hardwareWalletExplainer.title,What's a Hardware Wallet?,1.00,MIGRATED_P1,,
hide_balances_content_description,,Hide balances,,,,TODO,,
home_button_buy,,Buy,,,,TODO,,
home_button_scan,,Scan,,,,TODO,,
home_info_restoring_bullet_1,restoreInfo_tip1,Keep the Zodl app open on an active phone screen.,restoreInfo.tip1,Keep the Zodl app open on an active phone screen.,0.20,TODO,0.20:restoreInfo.tip1 | 0.00:smartBanner.help.restore.point1,
home_info_restoring_bullet_2,restoreInfo_tip2,"To prevent your phone screen from going dark, turn off power-saving
        mode and keep your phone plugged in.",restoreInfo.tip2,"To prevent your phone screen from going dark, turn off power-saving mode and keep your phone plugged in.",0.20,TODO,0.20:restoreInfo.tip2 | 0.00:smartBanner.help.restore.point2,
home_info_resyncing_message,smartBanner_help_sync_info,"Zodl is scanning the blockchain for your latest transactions to make sure
        your balances are displayed correctly. Keep the Zodl app open on an active phone screen to avoid interruptions.",smartBanner.help.sync.info,Zodl is scanning the blockchain for your latest transactions to make sure your balances are displayed correctly. Keep the Zodl app open on an active phone screen to avoid interruptions.,1.00,TODO,1.00:smartBanner.help.sync.info,
home_message_crash_reporting_subtitle,,Allow sharing crash reports,,,,TODO,,
home_message_crash_reporting_title,,Help improve Zodl,,,,TODO,,
home_message_resyncing_subtitle,,Keep Zodl open on an active phone screen,,,,TODO,,
home_message_syncing_title,,Syncing • %1$.1f%% Complete,,,,TODO,,
home_message_transparent_balance_subtitle,,%1$s %2$s,,,,TODO,,
home_message_wallet_updating_title,,Updating Balance…,,,,TODO,,
integrations_coinbase,,Buy %1$s with Coinbase,,,,TODO,,
integrations_coinbase_subtitle,,A hassle-free way to buy %1$s and get it directly into your Zodl wallet.,,,,TODO,,
integrations_coinbase_subtitle_disabled,,Coinbase Onramp is temporarily unavailable.,,,,TODO,,
integrations_dialog_info,,Information shared with Zodl integrations is subject to their privacy policies.,,,,TODO,,
integrations_dialog_more_options,,More Options,,,,TODO,,
integrations_disabled_info,,"During the Restore process, it is not possible to use payment integrations.",,,,TODO,,
integrations_disabled_info_flexa,,Switch from Keystone to Zodl to use Flexa.,,,,TODO,,
integrations_flexa_biometric_message,,Authenticate yourself to pay with Flexa,,,,TODO,,
integrations_info,,Zodl integrations provide access to third party services. Features and information shared with them are outside of our control and subject to their privacy policies.,,,,TODO,,
integrations_near_swap,,Swap %s with NEAR Intents,,,,TODO,,
integrations_near_swap_message,,Swap %s with other cryptocurrencies.,,,,TODO,,
keep_open_restore_checkbox,keepScreenOnRestoring,Keep screen on while restoring,keepScreenOnRestoring,,1.00,MIGRATED_P1,,
keep_open_resync_checkbox,keepScreenOnResyncing,Keep screen on while resyncing,keepScreenOnResyncing,,1.00,MIGRATED_P1,,
keep_open_keystone_checkbox,keepScreenOnSyncing,Keep screen on while syncing,keepScreenOnSyncing,,1.00,MIGRATED_P1,,
keep_open_keystone_description,keepZodlOpenInstructionsHWWallet,Zodl is scanning the blockchain to retrieve your transactions. Older wallets can take hours to complete syncing. Follow these steps to prevent interruption:,keepZodlOpenInstructionsHWWallet,,1.00,MIGRATED_P1,,
keep_open_resync_description,keepZodlOpenInstructionsResyncing,Zodl is scanning the blockchain to retrieve your transactions. Older wallets can take hours to resync. Follow these steps to prevent interruption:,keepZodlOpenInstructionsResyncing,,1.00,MIGRATED_P1,,
keep_open_keystone_subtitle,keepZodlOpenSubtitleHWWallet,Your wallet is being synced.,keepZodlOpenSubtitleHWWallet,,1.00,MIGRATED_P1,,
keep_open_restore_subtitle,keepZodlOpenSubtitleRestore,Your wallet is being restored.,keepZodlOpenSubtitleRestore,,1.00,MIGRATED_P1,,
keep_open_resync_subtitle,keepZodlOpenSubtitleResync,Your wallet is being resynced.,keepZodlOpenSubtitleResync,,1.00,MIGRATED_P1,,
keep_open_bullet_1,smartBanner_help_restore_point1,Keep the Zodl app open on an active phone screen.,smartBanner.help.restore.point1,Keep the Zodl app open on an active phone screen.,,TODO,0.00:smartBanner.help.restore.point1 | 0.00:restoreInfo.tip1,
keep_open_bullet_2,smartBanner_help_restore_point2,"To prevent your phone screen from going dark, turn off power-saving mode and keep your phone plugged in.",smartBanner.help.restore.point2,"To prevent your phone screen from going dark, turn off power-saving mode and keep your phone plugged in.",,TODO,0.00:smartBanner.help.restore.point2 | 0.00:restoreInfo.tip2,
keep_open_description,,Zodl is scanning the blockchain to retrieve your transactions. Older wallets can take hours to sync. Follow these steps to prevent interruption:,,,,TODO,,
keep_open_keystone_warning,,Your Zodl funds cannot be spent until your Keystone wallet is synced.,,,,TODO,,
keep_open_restore_warning,,Your funds cannot be spent until your wallet is restored.,,,,TODO,,
keep_open_resync_warning,,Your funds cannot be spent until your wallet is resynced.,,,,TODO,,
disconnect_hardware_wallet_connected_title,keystoneHW,Keystone Hardware,keystoneHW,,1.00,MIGRATED_P1,,
sign_keystone_transaction_bottom_sheet_go_back,keystoneTransactionReject_goBack,Go back,keystoneTransactionReject.goBack,Go back,1.00,MIGRATED_P2,,
sign_keystone_transaction_bottom_sheet_reject,keystoneTransactionReject_rejectSig,Reject Signature,keystoneTransactionReject.rejectSig,Reject Signature,1.00,MIGRATED_P1,,
sign_keystone_transaction_bottom_sheet_title,keystoneTransactionReject_title,Are you sure?,keystoneTransactionReject.title,Are you sure?,1.00,MIGRATED_P2,,
keystone_connected_button,keystone_addHWWallet_close,Close,keystone.addHWWallet.close,Close,1.00,MIGRATED_P2,,
keystone_first_transaction_estimation_confirm | keystone_wbh_confirm_button,keystone_addHWWallet_connect,Connect,keystone.addHWWallet.connect,Connect,1.00,MIGRATED_P2,,
keystone_active_device_button,keystone_addHWWallet_connectActive,Connect active device,keystone.addHWWallet.connectActive,Connect active device,1.00,MIGRATED_P1,,
keystone_new_device_button,keystone_addHWWallet_connectNew,Connect new device,keystone.addHWWallet.connectNew,Connect new device,1.00,MIGRATED_P1,,
keystone_connected_subtitle,keystone_addHWWallet_connected,Connected!,keystone.addHWWallet.connected,Connected!,1.00,MIGRATED_P1,,
keystone_connected_message,keystone_addHWWallet_connectedDesc,Your Keystone Hardware Wallet has been successfully connected.,keystone.addHWWallet.connectedDesc,Your Keystone hardware wallet has been successfully connected.,1.00,MIGRATED_P1,,
select_keystone_account_subtitle,keystone_addHWWallet_desc,"Select the wallet you\'d like to connect to proceed. Once connected, you’ll be able to wirelessly sign transactions with your hardware wallet.",keystone.addHWWallet.desc,"Select the wallet you'd like to connect to proceed. Once connected, you’ll be able to wirelessly sign transactions with your hardware wallet.",1.00,MIGRATED_P1,,
keystone_new_or_active_message,keystone_addHWWallet_deviceDesc,Connecting to a hardware wallet that was previously connected to Zodl will require synchronization to discover your transaction history. We\'ll guide you through it.,keystone.addHWWallet.deviceDesc,Connecting to a hardware wallet that was previously connected to Zashi will require synchronization to discover your transaction history. We'll guide you through it.,1.00,MIGRATED_P1,,
keystone_new_or_active_subtitle,keystone_addHWWallet_deviceQuestion,New or Active Device ?,keystone.addHWWallet.deviceQuestion,New or Active Device?,1.00,MIGRATED_P1,,
wbh_enter_block_height,keystone_addHWWallet_enterManually,Enter block height,keystone.addHWWallet.enterManually,Enter block height,1.00,MIGRATED_P1,,
connect_keystone_item_title,keystone_addHWWallet_howTo,Instructions:,keystone.addHWWallet.howTo,Instructions:,1.00,MIGRATED_P1,,
connect_keystone_positive,keystone_addHWWallet_readyToScan,Ready to Scan,keystone.addHWWallet.readyToScan,Ready to Scan,1.00,MIGRATED_P1,,
connect_keystone_subtitle,keystone_addHWWallet_scan,Scan your device’s QR code to connect.,keystone.addHWWallet.scan,Scan your device’s QR code to connect.,1.00,MIGRATED_P1,,
connect_keystone_item_1,keystone_addHWWallet_step1,Unlock your Keystone,keystone.addHWWallet.step1,Unlock your Keystone,1.00,MIGRATED_P1,,
connect_keystone_item_2,keystone_addHWWallet_step2,Tap the menu icon,keystone.addHWWallet.step2,Tap the menu icon,1.00,MIGRATED_P1,,
connect_keystone_item_3,keystone_addHWWallet_step3,Tap on Connect Software Wallet,keystone.addHWWallet.step3,Tap on Connect Software Wallet,1.00,MIGRATED_P1,,
connect_keystone_item_4,keystone_addHWWallet_step4,Select Zodl app and scan QR code,keystone.addHWWallet.step4,Select Zodl app and scan QR code,1.00,MIGRATED_P1,,
select_keystone_account_title,keystone_addHWWallet_title,Confirm Account to Access,keystone.addHWWallet.title,Confirm Account to Access,1.00,MIGRATED_P1,,
connect_keystone_subtitle_clickable,keystone_addHWWallet_tutorial,View Keystone tutorial,keystone.addHWWallet.tutorial,View Keystone tutorial,1.00,MIGRATED_P1,,
review_keystone_transaction_positive,keystone_confirm,Confirm with Keystone,keystone.confirm,Confirm with Keystone,1.00,MIGRATED_P2,,
send_confirmation_pay_with_keystone,keystone_confirmPay,Pay with Keystone,keystone.confirmPay,Pay with Keystone,1.00,MIGRATED_P1,,
account_list_keystone_primary | connect_keystone_title | keystone_first_transaction_estimation_title | keystone_first_transaction_title | keystone_wbh_title,keystone_connect,Connect Hardware Wallet,keystone.connect,Connect Hardware Wallet,1.00,MIGRATED_P2,,
account_list_keystone_promo_subtitle,keystone_drawer_banner_desc,"Get 5%% off airgapped hardware wallet. Promo code ""Zodl"".",keystone.drawer.banner.desc,"Get 5%% off airgapped hardware wallet. Promo code ""Zodl"".",1.00,MIGRATED_P1,,
account_list_keystone_promo_title,keystone_drawer_banner_title,Keystone Hardware Wallet,keystone.drawer.banner.title,Keystone Hardware Wallet,1.00,MIGRATED_P1,,
account_list_title,keystone_drawer_title,Wallets & Hardware,keystone.drawer.title,Wallets & Hardware,1.00,MIGRATED_P1,,
keystone_first_transaction_note,,"If you\’re not sure, choose an earlier date.",,,,TODO,,
sign_keystone_transaction_subtitle,keystone_signWith_desc,"After you have signed with Keystone, tap on the Get Signature button below.",keystone.signWith.desc,"After you have signed with Keystone, tap on the Get Signature button below.",1.00,MIGRATED_P1,,
sign_keystone_transaction_positive,keystone_signWith_getSignature,Get Signature,keystone.signWith.getSignature,Get Signature,1.00,MIGRATED_P1,,
sign_keystone_transaction_badge,keystone_signWith_hardware,Hardware,keystone.signWith.hardware,Hardware,1.00,MIGRATED_P1,,
sign_keystone_transaction_negative,keystone_signWith_reject,Reject,keystone.signWith.reject,Reject,1.00,MIGRATED_P1,,
sign_keystone_transaction_bar_title,keystone_signWith_signTransaction,Sign Transaction,keystone.signWith.signTransaction,Sign Transaction,1.00,MIGRATED_P1,,
sign_keystone_transaction_title,keystone_signWith_title,Scan with your Keystone wallet,keystone.signWith.title,Scan with your Keystone wallet,1.00,MIGRATED_P1,,
select_keystone_account_default,keystone_wallet,Keystone Wallet,keystone.wallet,Keystone Wallet,1.00,MIGRATED_P1,,
keystone_wbh_info_message,,"is the block height (block # in the blockchain) at which your wallet was created. It is important to provide the correct height because that determines the range of blocks we will scan to display your transaction history and wallet balance. If you have recovered a seed from a different hardware device, make sure to enter the block height of your original hardware device.",,,,TODO,,
keystone_wbh_info_message_bold,,The Wallet Birthday Height,,,,TODO,,
not_enough_space_description_1,notEnoughFreeSpace_messagePre,Zodl requires %1$d GB of space to synchronize the Zcash blockchain but there is only,notEnoughFreeSpace.messagePre,Zodl requires %@ GB of space to synchronize the Zcash blockchain but there is only ,1.00,MIGRATED_P2,,
not_enough_space_title,notEnoughFreeSpace_title,Not enough free space,notEnoughFreeSpace.title,Not enough free space,1.00,MIGRATED_P1,,
not_enough_space_description_2,,%1$d MB available,,,,TODO,,
not_enough_space_description_3,,. Syncing will stay paused until more space is available.\n\n~%1$d MB of additional space required to continue,,,,TODO,,
not_enough_space_settings_open_failed,,Unable to launch Settings app.,,,,TODO,,
not_enough_space_system_settings_btn,,System settings,,,,TODO,,
update_title_required,osStatusError_title,"It\'s not you, it\'s us.",osStatusError.title,"It’s not you, it’s us.",1.00,MIGRATED_P1,,
payment_request_dialog_error_title,partners_flexa_transactionFailedTitle,Transaction Failed,partners.flexa.transactionFailedTitle,Transaction Failed,1.00,MIGRATED_P1,,
pay_info_subtitle,,"Make cross-chain payments in any NEAR-supported coin or token.\n\nIf the actual slippage and network conditions result in your recipient receiving less than the promised amount, your transaction will be reversed. You will receive a full refund minus network fees.",,,,TODO,,
pay_slippage_info,,"You may pay up to %s more, in addition to transaction fees.",,,,TODO,,
payment_request_dialog_error_grpc_text,,"Zodl encountered some connection issues when submitting
        the transaction to the network. It will retry during the next few minutes.",,,,TODO,,
payment_request_dialog_error_grpc_title,,Connection Error,,,,TODO,,
payment_request_dialog_error_text,,"An error occurred and the attempt to send funds failed. Try it again, please.",,,,TODO,,
payment_request_send_failed_report_unable_open_email,,Unable to launch email app.,,,,TODO,,
onboarding_create_new_wallet,plainOnboarding_button_createNewWallet,Create New Wallet,plainOnboarding.button.createNewWallet,Create new wallet,1.00,MIGRATED_P1,,
onboarding_import_existing_wallet,plainOnboarding_button_restoreWallet,Restore Existing Wallet,plainOnboarding.button.restoreWallet,Restore existing wallet,1.00,MIGRATED_P1,,
onboarding_header,plainOnboarding_title,Zcash-powered mobile wallet built for financial sovereignty.,plainOnboarding.title,Zcash-powered mobile wallet built for financial sovereignty.,1.00,MIGRATED_P1,,
export_data_agree,privateDataConsent_confirmation,I agree to Zodl\'s Export Private Data Policies and Privacy Policy,privateDataConsent.confirmation,I agree to Zodl's Export Private Data Policies and Privacy Policy,1.00,MIGRATED_P1,,
export_data_title,privateDataConsent_screenTitle,Data Export,privateDataConsent.screenTitle,Data Export,1.00,MIGRATED_P2,,
export_data_header,privateDataConsent_title,Consent for Exporting Private Data,privateDataConsent.title,Consent for Exporting Private Data,1.00,MIGRATED_P1,,
qr_code_clipboard_tag,,Zcash Wallet Address,,,,TODO,,
qr_code_data_unable_to_share,,Unable to find an application for sharing the QR code.,,,,TODO,,
qr_code_sapling_content_description,,Sapling Address QR code,,,,TODO,,
qr_code_share_chooser_text,,"Hi, scan this QR code to send me a %s payment! Download Link:
        https://play.google.com/store/apps/details?id=co.electriccoin.zcash",,,,TODO,,
qr_code_share_chooser_title,,My Zodl %s Address,,,,TODO,,
qr_code_transparent_content_description,,Transparent Address QR code,,,,TODO,,
qr_code_unified_content_description,,Unified Address QR code,,,,TODO,,
qr_code_wallet_address_sapling_keystone,,Keystone Sapling Address,,,,TODO,,
qr_code_wallet_address_shielded_keystone,,Keystone Shielded Address,,,,TODO,,
qr_code_wallet_address_transparent_keystone,,Keystone Transparent Address,,,,TODO,,
receive_clipboard_tag,,Zcash Wallet Address,,,,TODO,,
general_copy | receive_copy,receive_copy,Copy,receive.copy,Copy,1.00,MIGRATED_P2,,
receive_info_shielded_bullet_2,receive_help_shielded_desc2,A new Zcash Shielded Address is generated each time you open the Receive screen.,receive.help.shielded.desc2,A new Zcash Shielded Address is generated each time you open the Receive screen.,1.00,MIGRATED_P1,,
receive_info_shielded_bullet_3,receive_help_shielded_desc3,All transactions sent to your different rotating Shielded Addresses will remain part of one wallet balance under the same seed phrase.,receive.help.shielded.desc3,All transactions sent to your different rotating Shielded Addresses will remain part of one wallet balance under the same seed phrase.,1.00,MIGRATED_P1,,
receive_info_shielded_bullet_4,receive_help_shielded_desc4,"While we recommend using a new address every time, each unique address can be reused.",receive.help.shielded.desc4,"While we recommend using a new address every time, each unique address can be reused.",1.00,MIGRATED_P1,,
receive_info_shielded_title,receive_help_shielded_title,Zcash Shielded Address (Rotating),receive.help.shielded.title,Zcash Shielded Address (Rotating),1.00,MIGRATED_P1,,
receive_info_transparent_bullet_1,receive_help_transparent_desc1,This addresses type works just like Bitcoin addresses and offers NO PRIVACY. The details of transactions sent to this address will be public and visible on the blockchain.,receive.help.transparent.desc1,This addresses type works just like Bitcoin addresses and offers NO PRIVACY. The details of transactions sent to this address will be public and visible on the blockchain.,1.00,MIGRATED_P1,,
receive_info_transparent_bullet_2,receive_help_transparent_desc2,We don\'t recommend using this address type unless the wallet or exchange from which %s is being sent doesn’t support sending funds to shielded Zcash addresses.,receive.help.transparent.desc2,We don't recommend using this address type unless the wallet or exchange from which ZEC is being sent doesn’t support sending funds to shielded Zcash addresses.,1.00,MIGRATED_P1,,
receive_info_transparent_bullet_3,receive_help_transparent_desc3,"To protect your privacy, Zodl will guide you to shield any transparent %s you receive with just one click.",receive.help.transparent.desc3,"To protect your privacy, Zodl will guide you to shield any transparent ZEC you receive with just one click.",1.00,MIGRATED_P1,,
receive_info_transparent_title,receive_help_transparent_title,Zcash Transparent Address (Static),receive.help.transparent.title,Zcash Transparent Address (Static),1.00,MIGRATED_P1,,
receive_info_shielded_bullet_1,,Use this address to receive and store your %s privately. Transparent and shielded %s sent to this address will be received and stored as shielded %s.,,,,TODO,,
receive_info_transparent_bullet_4,,You won\'t be able to spend your transparent %s until you shield it.,,,,TODO,,
receive_qr_code,receive_qrCode,QR Code,receive.qrCode,QR Code,1.00,MIGRATED_P1,,
home_button_request | receive_request | request_memo_btn | request_title,receive_request,Request,receive.request,Request,1.00,MIGRATED_P2,,
qr_code_wallet_address_sapling | receive_wallet_address_sapling | receive_wallet_address_sapling_keystone,receive_saplingAddress,Zcash Sapling Address,receive.saplingAddress,Zcash Sapling Address,1.00,MIGRATED_P2,,
receive_title,,Receive %s,,,,TODO,,
receive_wallet_address_unified_subtitle,,Rotates every time you use it,,,,TODO,,
receive_prioritize_shielded,receive_warning,"For privacy, always use shielded address.",receive.warning,"For privacy, always use shielded address.",1.00,MIGRATED_P1,,
seed_recovery_bday_title | seed_recovery_bday_tooltip_title,recoveryPhraseDisplay_birthdayTitle,Wallet Birthday Height,recoveryPhraseDisplay.birthdayTitle,Wallet Birthday Height,1.00,MIGRATED_P2,,
general_remind_me_later,recoveryPhraseDisplay_button_remindMeLater,Remind me later,recoveryPhraseDisplay.button.remindMeLater,Remind me later,1.00,MIGRATED_P1,,
seed_recovery_description,recoveryPhraseDisplay_description,These words are the only way to recover your funds! Make sure to save them in the correct order.,recoveryPhraseDisplay.description,These words are the only way to recover your funds! Make sure to save them in the correct order.,1.00,MIGRATED_P1,,
seed_recovery_hide_button,recoveryPhraseDisplay_hide,Hide security details,recoveryPhraseDisplay.hide,Hide security details,1.00,MIGRATED_P1,,
wallet_backup_info,recoveryPhraseDisplay_proceedWarning,Keep this phrase securely hidden. Don’t take screenshots of it or store it on your phone!,recoveryPhraseDisplay.proceedWarning,Keep this phrase securely hidden. Don’t take screenshots of it or store it on your phone!,1.00,MIGRATED_P1,,
seed_recovery_reveal_button,recoveryPhraseDisplay_reveal,Reveal security details,recoveryPhraseDisplay.reveal,Reveal security details,1.00,MIGRATED_P1,,
seed_recovery_title,recoveryPhraseDisplay_screenTitle,Recovery Phrase,recoveryPhraseDisplay.screenTitle,Recovery Phrase,1.00,MIGRATED_P1,,
seed_recovery_header,recoveryPhraseDisplay_title,Secret Recovery Phrase,recoveryPhraseDisplay.title,Secret Recovery Phrase,1.00,MIGRATED_P2,,
wallet_backup_item_subtitle_1,recoveryPhraseDisplay_warningControl_info,Use it to access your funds from other devices and Zcash wallets.,recoveryPhraseDisplay.warningControl.info,Use it to access your funds from other devices and Zcash wallets.,1.00,MIGRATED_P1,,
wallet_backup_item_1,recoveryPhraseDisplay_warningControl_title,Control your wallet,recoveryPhraseDisplay.warningControl.title,Control your wallet,1.00,MIGRATED_P1,,
wallet_backup_item_subtitle_4,recoveryPhraseDisplay_warningHeight_info,The block height at which your wallet was created can significantly speed up the wallet recovery process.,recoveryPhraseDisplay.warningHeight.info,The block height at which your wallet was created can significantly speed up the wallet recovery process.,1.00,MIGRATED_P1,,
wallet_backup_message,recoveryPhraseDisplay_warningInfo,"Your secret recovery phrase is a unique set of 24 words, appearing in a precise order. It protects access to your funds.",recoveryPhraseDisplay.warningInfo,"Your secret recovery phrase is a unique set of 24 words, appearing in a precise order. It protects access to your funds.",1.00,MIGRATED_P1,,
wallet_backup_item_subtitle_2,recoveryPhraseDisplay_warningKeep_info,Don\'t share it with anyone! It can be used to gain full control of your funds.,recoveryPhraseDisplay.warningKeep.info,Don't share it with anyone! It can be used to gain full control of your funds.,1.00,MIGRATED_P1,,
wallet_backup_item_2,recoveryPhraseDisplay_warningKeep_title,Keep it private,recoveryPhraseDisplay.warningKeep.title,Keep it private,1.00,MIGRATED_P1,,
wallet_backup_item_subtitle_3,recoveryPhraseDisplay_warningStore_info,"We don’t have access to it and will never ask for it. If you lose it, it cannot be recovered.",recoveryPhraseDisplay.warningStore.info,"We don’t have access to it and will never ask for it. If you lose it, it cannot be recovered.",1.00,MIGRATED_P1,,
wallet_backup_item_3,recoveryPhraseDisplay_warningStore_title,Store it securely,recoveryPhraseDisplay.warningStore.title,Store it securely,1.00,MIGRATED_P1,,
wallet_backup_subtitle,recoveryPhraseDisplay_warningTitle,Your Secret Recovery Phrase,recoveryPhraseDisplay.warningTitle,Your Secret Recovery Phrase,1.00,MIGRATED_P1,,
transaction_detail_support_disclaimer_message,reportSwap_msg,Tapping the button below will send details about this swap (like the deposit address and target asset) to the Zodl support team so they can help resolve your issue. The transaction info is included automatically.,reportSwap.msg,Tapping the button below will send details about this swap (like the deposit address and target asset) to the Zodl support team so they can help resolve your issue. The transaction info is included automatically.,1.00,MIGRATED_P1,,
transaction_detail_report_issue,reportSwap_report,Report Issue,reportSwap.report,Report Issue,1.00,MIGRATED_P1,,
transaction_detail_support_disclaimer_title,reportSwap_title,Report Swap Issue,reportSwap.title,Report Swap Issue,1.00,MIGRATED_P1,,
request_qr_share_btn,requestZec_summary_shareQR,Share QR Code,requestZec.summary.shareQR,Share QR Code,1.00,MIGRATED_P2,,
request_memo_text_field_hint,requestZec_whatFor,What\'s this for?,requestZec.whatFor,What’s this for?,1.00,MIGRATED_P1,,
request_amount_empty,,0,,,,TODO,,
request_amount_keyboard_eight,,8,,,,TODO,,
request_amount_keyboard_five,,5,,,,TODO,,
request_amount_keyboard_four,,4,,,,TODO,,
request_amount_keyboard_nine,,9,,,,TODO,,
request_amount_keyboard_one,,1,,,,TODO,,
request_amount_keyboard_seven,,7,,,,TODO,,
request_amount_keyboard_six,,6,,,,TODO,,
request_amount_keyboard_three,,3,,,,TODO,,
request_amount_keyboard_two,,2,,,,TODO,,
request_amount_keyboard_zero,,0,,,,TODO,,
request_memo_bytes_counter,,%1$s/%2$s,,,,TODO,,
request_qr_code_content_description,,Request QR Code,,,,TODO,,
request_qr_code_data_unable_to_share,,Unable to find an application for sharing the QR code.,,,,TODO,,
request_qr_code_share_chooser_text,,"Hi, scan this QR code to send me a %s payment! Download Link:
        https://play.google.com/store/apps/details?id=co.electriccoin.zcash",,,,TODO,,
request_qr_code_share_chooser_title,,Request %s,,,,TODO,,
general_got_it,restoreInfo_gotIt,Got it!,restoreInfo.gotIt,Got it!,1.00,MIGRATED_P1,,
keep_open_title,restoreInfo_title,Keep Zodl open!,restoreInfo.title,Keep Zodl open!,1.00,MIGRATED_P1,,
restore_bd_height_btn,restoreWallet_birthday_estimate,Estimate my block height,restoreWallet.birthday.estimate,Estimate my block height,1.00,MIGRATED_P1,,
wbh_date_subtitle,restoreWallet_birthday_estimateDate_title,First Wallet Transaction,restoreWallet.birthday.estimateDate.title,First Wallet Transaction,1.00,MIGRATED_P1,,
wbh_estimation_message,restoreWallet_birthday_estimated_info,Zodl will scan and recover all transactions made after the following block number.,restoreWallet.birthday.estimated.info,Zodl will scan and recover all transactions made after the following block number.,1.00,MIGRATED_P1,,
wbh_estimation_subtitle,restoreWallet_birthday_estimated_title,Estimated Block Height,restoreWallet.birthday.estimated.title,Estimated Block Height,1.00,MIGRATED_P1,,
wbh_text_field_note,restoreWallet_birthday_fieldInfo,Wallet Birthday Height is the point in time when your wallet was created.,restoreWallet.birthday.fieldInfo,Wallet Birthday Height is the point in time when your wallet was created.,1.00,MIGRATED_P1,,
wbh_text_field_hint,restoreWallet_birthday_placeholder,Enter number,restoreWallet.birthday.placeholder,Enter number,1.00,MIGRATED_P1,,
wbh_text_field_title,restoreWallet_birthday_title,Block Height,restoreWallet.birthday.title,Block Height,1.00,MIGRATED_P1,,
keystone_wbh_info_title | restore_dialog_title,restoreWallet_help_title,Need to know more?,restoreWallet.help.title,Need to know more?,1.00,MIGRATED_P2,,
restore_message,restoreWallet_info,Please type in your 24-word secret recovery phrase in the correct order.,restoreWallet.info,Please type in your 24-word secret recovery phrase in the correct order.,1.00,MIGRATED_P1,,
restore_dialog_message_1,,"is a unique set of 24 words, appearing in a
        precise order. It can be used to gain full control of your funds from any device via any Zcash wallet app.
        Think of it as the master key to your wallet. It is stored in Zodl’s Advanced Settings.",,,,TODO,,
restore_dialog_message_1_bold_part,,The Secret Recovery Phrase,,,,TODO,,
restore_dialog_message_2,,"is the block height (block # in the
        blockchain) at which your wallet was created. If you ever lose access to your Zodl app and need to recover
        your funds, providing the block height along with your recovery phrase can significantly speed up the process.",,,,TODO,,
restore_dialog_message_2_bold_part,,The Wallet Birthday Height,,,,TODO,,
restore_seed_warning_suggestions,,This word is not in the seed phrase dictionary.  Please select the correct one from the suggestions.,,,,TODO,,
restore_subtitle,,Seed Recovery Phrase,,,,TODO,,
restoring_wallet_label,,[Restoring Your Wallet…],,,,TODO,,
